_id,Area_of_Origin,Building_Status,Business_Impact,Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Exposures,Ext_agent_app_or_defer_time,Extent_Of_Fire,Final_Incident_Type,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Fire_Under_Control_Time,Ignition_Source,Incident_Number,Incident_Station_Area,Incident_Ward,Initial_CAD_Event_Type,Intersection,Last_TFS_Unit_Clear_Time,Latitude,Level_Of_Origin,Longitude,Material_First_Ignited,Method_Of_Fire_Control,Number_of_responding_apparatus,Number_of_responding_personnel,Possible_Cause,Property_Use,Smoke_Alarm_at_Fire_Origin,Smoke_Alarm_at_Fire_Origin_Alarm_Failure,Smoke_Alarm_at_Fire_Origin_Alarm_Type,Smoke_Alarm_Impact_on_Persons_Evacuating_Impact_on_Evacuation,Smoke_Spread,Sprinkler_System_Operation,Sprinkler_System_Presence,Status_of_Fire_On_Arrival,TFS_Alarm_Time,TFS_Arrival_Time,TFS_Firefighter_Casualties,Response_Minutes,Minutes_To_Control
199242,42 - Garage,01 - Normal (no change),8 - Not applicable (not a business),0,0,300000.0,1.0,,2011-02-27T11:51:28,"4 - Spread beyond room of origin, same floor",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2011-02-27 13:14:34,999 - Undetermined,F11023525,135,22.0,FIR,Forest Hill Rd / Hillholm Rd,2011-02-27T17:47:19,43.69655,B01,-79.40742,47 - Vehicle,1 - Extinguished by fire department,22,67,99 - Undetermined,301 - Detached Dwelling,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,99 - Reason for inoperation undetermined,9 - Type undetermined,"8 - Not applicable: No alarm, no persons present",8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2011-02-27 11:42:54,2011-02-27 11:48:38,1,5.733333333333333,91.66666666666667
199402,42 - Garage,01 - Normal (no change),4 - May resume operations within a year,0,0,300000.0,4.0,,2011-05-05T14:22:00,10 - Spread beyond building of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2011-05-05 15:30:05,999 - Undetermined,F11050135,114,23.0,FIR,Talbot Rd / Lorraine Dr,2011-05-05T22:06:29,43.77667,001,-79.42237,99 - Undetermined (formerly 98),1 - Extinguished by fire department,21,67,"98 - Unintentional, cause undetermined",301 - Detached Dwelling,1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,"8 - Not applicable: No alarm, no persons present",8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-05-05 14:15:44,2011-05-05 14:20:53,1,5.15,74.35
199410,"21 - Living Area (e.g. living, TV, recreation, etc)",01 - Normal (no change),8 - Not applicable (not a business),1,1,150000.0,4.0,,2011-05-27T10:56:00,"7 - Spread to other floors, confined to building",01 - Fire,4 - Fire Alarm system operated but failed to alert occupant(s),9 - Fire alarm system operation undetermined,1 -  Fire alarm system present,2011-05-27 11:30:00,999 - Undetermined,F11058744,426,14.0,FIR,Parkside Dr / Geoffrey St,2011-05-28T08:57:02,43.64665,B01,-79.45699,99 - Undetermined (formerly 98),1 - Extinguished by fire department,29,88,99 - Undetermined,301 - Detached Dwelling,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,9 - Undetermined,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-05-27 10:49:10,2011-05-27 10:53:17,1,4.116666666666666,40.833333333333336
199420,66 - Concealed Ceiling Area,01 - Normal (no change),1 - No business interruption,0,0,250000.0,8.0,1.0,2011-06-10T10:05:00,"7 - Spread to other floors, confined to building",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,9 - Fire alarm system operation undetermined,9 - Undetermined,2011-06-10 10:47:14,999 - Undetermined,F11065165,423,13.0,FIR,Vine Ave / Mc Murray Ave,2011-06-10T21:13:19,43.666540000000005,002,-79.47147,14 - Interior Wall/Ceiling,1 - Extinguished by fire department,22,69,99 - Undetermined,321 - Multi-Unit Dwelling - 2 to 6 Units,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-06-10 09:56:15,2011-06-10 09:58:57,1,2.7,50.983333333333334
199472,64 - Porch or Balcony,02 - Under Renovation,8 - Not applicable (not a business),0,0,15000.0,0.0,1.0,2011-07-20T08:31:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2011-07-20 09:25:00,999 - Undetermined,F11082329,326,30.0,FIR,Dundas St E / Jones Ave,2011-07-20T13:41:28,43.66617,003,-79.33431999999999,19 - Other Building Component,1 - Extinguished by fire department,18,58,"98 - Unintentional, cause undetermined",301 - Detached Dwelling,1 - Floor/suite of fire origin: No smoke alarm,9 - Other reason,8 - Not applicable - no smoke alarm or presence undetermined,"8 - Not applicable: No alarm, no persons present",2 - Confined to part of room/area of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-07-20 08:20:28,2011-07-20 08:24:32,2,4.066666666666666,64.53333333333333
199518,61 - Exterior Wall,01 - Normal (no change),8 - Not applicable (not a business),0,0,100000.0,997.0,1.0,2011-08-24T23:55:00,"7 - Spread to other floors, confined to building",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,9 - Undetermined,2011-08-25 00:30:00,95 - Lightning,F11098006,212,42.0,FIR,Sheppard Ave E / Hedge End Rd,2011-08-25T11:25:43,43.8077,002,-79.1739,43 - Electrical Wiring Insulation,1 - Extinguished by fire department,21,71,73 - Natural Cause,"303 - Attached Dwelling (eg. rowhouse, townhouse, etc.)","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",99 - Reason for inoperation undetermined,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-08-24 23:43:35,2011-08-24 23:48:51,1,5.266666666666667,46.416666666666664
199529,69 - Attic Area,01 - Normal (no change),8 - Not applicable (not a business),0,1,100000.0,4.0,,2011-09-05T20:09:02,"4 - Spread beyond room of origin, same floor",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-09-05 20:06:32,83 - Other Electrical,F11103063,222,37.0,FIR,Maida Vale / Rosemount Dr,2011-09-06T23:05:57,43.73331,996,-79.27545,99 - Undetermined (formerly 98),1 - Extinguished by fire department,28,97,52 - Electrical Failure,301 - Detached Dwelling,1 - Floor/suite of fire origin: No smoke alarm,6 - Improper installation of unit,8 - Not applicable - no smoke alarm or presence undetermined,7 - Not applicable: Occupant(s) first alerted by other means,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2011-09-05 19:33:20,2011-09-05 19:38:28,1,5.133333333333334,33.2
199538,24 - Cooking Area or Kitchen,01 - Normal (no change),9 - Undetermined,1,0,300000.0,2.0,,2015-09-15T07:55:00,"4 - Spread beyond room of origin, same floor",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2015-09-15 08:22:21,55 - Candle,F15086375,322,29.0,FIR,Elmsdale Rd / Woodville Ave,2015-09-15T10:16:58,43.69353,B01,-79.34378000000001,99 - Undetermined (formerly 98),1 - Extinguished by fire department,17,50,"60 - Other unintentional cause, not classified",301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,9 - Undetermined,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2015-09-15 07:47:00,2015-09-15 07:50:36,2,3.6,35.35
199552,64 - Porch or Balcony,01 - Normal (no change),8 - Not applicable (not a business),0,0,250000.0,10.0,,2016-06-24T04:25:00,5 - Multi unit bldg: spread beyond suite of origin but not to separated suite(s),01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2016-06-24 04:40:51,85 - Vehicle collision,F16056589,245,40.0,VEAT,Ellesmere Rd / Wye Valley Rd / Dundalk Dr,2016-06-24T21:32:22,43.76517,002,-79.28384,47 - Vehicle,1 - Extinguished by fire department,21,74,12 - Vehicle Accident/Collision,302 - Semi-Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2016-06-24 03:46:50,2016-06-24 03:52:14,1,5.4,54.016666666666666
199646,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),8 - Not applicable (not a business),1,1,75000.0,5.0,,2013-07-22T07:26:00,3 - Spread to entire room of origin,01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,1 -  Fire alarm system present,2013-07-22 07:35:36,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",F13059820,323,30.0,FIHR,Gerrard St E / Redwood Ave,2013-07-22T10:02:31,43.67119,002,-79.32692,"31 - Mattress, Pillow",1 - Extinguished by fire department,25,67,47 - Improper handling of ignition source or ignited material,311 - Rooming/Boarding/Lodging House,3 - Floor/suite of fire origin: Smoke alarm present did not operate,99 - Reason for inoperation undetermined,2 - Hardwired (standalone),7 - Not applicable: Occupant(s) first alerted by other means,"4 - Spread beyond room of origin, same floor",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2013-07-22 07:19:32,2013-07-22 07:23:25,1,3.8833333333333333,16.066666666666666
199662,"45 - Supply Storage Room (inc maintenance/office/document storage, et",01 - Normal (no change),9 - Undetermined,0,0,100000.0,0.0,,2014-06-27T20:06:25,"4 - Spread beyond room of origin, same floor",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2014-06-27 20:12:38,999 - Undetermined,F14055536,432,5.0,FICI,Shorncliffe Rd / Lockport Ave,2014-06-27T22:06:18,43.62771,001,-79.54290999999999,99 - Undetermined (formerly 98),1 - Extinguished by fire department,17,50,"98 - Unintentional, cause undetermined",791 - Recycling Facility,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,"8 - Not applicable: No alarm, no persons present","4 - Spread beyond room of origin, same floor",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2014-06-27 19:57:58,2014-06-27 20:03:16,1,5.3,14.666666666666666
199718,24 - Cooking Area or Kitchen,01 - Normal (no change),8 - Not applicable (not a business),0,1,25000.0,6.0,,2012-05-16T13:01:12,3 - Spread to entire room of origin,01 - Fire,1 - All persons (at risk of injury) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2012-05-16 13:08:18,"11 - Stove, Range-top burner",F12054147,435,6.0,FIR,Daisy Ave / Twenty Sixth St,2012-05-16T14:53:12,43.5982,B01,-79.52514000000001,23 - Cabinetry,1 - Extinguished by fire department,11,35,44 - Unattended,321 - Multi-Unit Dwelling - 2 to 6 Units,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),2 - Some persons (at risk) self evacuated as a result of hearing alarm,"4 - Spread beyond room of origin, same floor",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2012-05-16 12:51:59,2012-05-16 12:54:58,1,2.9833333333333334,16.316666666666666
199722,"72 - Court, Patio, Terrace",01 - Normal (no change),1 - No business interruption,0,0,20000.0,8.0,,2012-05-16T20:44:00,9 - Confined to roof/exterior structure,01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,9 - Undetermined,2012-05-16 21:11:08,14 - Open Fired Barbeque - Fixed or Portable,F12054300,344,20.0,FIO,Bloor St W / Clinton St,2012-05-16T21:48:13,43.66383,003,-79.41722,61 - Propane,1 - Extinguished by fire department,16,49,"60 - Other unintentional cause, not classified","331 - Apartment, Flat, Tenement with Business",3 - Floor/suite of fire origin: Smoke alarm present did not operate,4 - Remote from fire – smoke did not reach alarm,9 - Type undetermined,7 - Not applicable: Occupant(s) first alerted by other means,9 - Confined to roof/exterior structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"7 - Fully involved (total structure, vehicle, spreading outdoor fire)",2012-05-16 20:35:48,2012-05-16 20:42:10,1,6.366666666666666,35.333333333333336
199736,24 - Cooking Area or Kitchen,01 - Normal (no change),8 - Not applicable (not a business),0,0,200000.0,4.0,,2017-04-17T21:37:16,"7 - Spread to other floors, confined to building",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2017-04-17 21:48:52,"11 - Stove, Range-top burner",F17034692,113,24.0,FIR,Deaconwood Rd / Castlebury Cres,2017-04-18T08:58:30,43.79522,B01,-79.37015,"74 - Cooking Oil, Grease",1 - Extinguished by fire department,22,70,44 - Unattended,302 - Semi-Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2017-04-17 21:23:50,2017-04-17 21:29:18,1,5.466666666666667,25.033333333333335
199785,24 - Cooking Area or Kitchen,01 - Normal (no change),8 - Not applicable (not a business),1,0,125000.0,6.0,1.0,2015-10-05T07:54:52,"4 - Spread beyond room of origin, same floor",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,1 - Fire alarm system operated,1 -  Fire alarm system present,2015-10-05 07:58:41,"11 - Stove, Range-top burner",F15092962,322,29.0,FIHR,Pape Ave / Cosburn Ave,2015-10-05T11:10:10,43.68943,007,-79.34881999999999,23 - Cabinetry,1 - Extinguished by fire department,21,65,44 - Unattended,323 - Multi-Unit Dwelling - Over 12 Units,9 - Floor/suite of fire origin: Smoke alarm presence undetermined,98 - Not applicable: Alarm operated OR presence/operation undetermined,9 - Type undetermined,2 - Some persons (at risk) self evacuated as a result of hearing alarm,5 - Multi unit bldg: spread beyond suite of origin but not to separated suite(s),8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2015-10-05 07:37:35,2015-10-05 07:40:23,1,2.8,21.1
199794,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),1 - No business interruption,0,0,25000.0,4.0,,2013-08-31T00:06:12,2 - Confined to part of room/area of origin,01 - Fire,1 - All persons (at risk of injury) evacuated as a result of hearing fire alarm system,8 - Not applicable (no system),2 - No Fire alarm system,2013-08-31 00:10:23,55 - Candle,F13071669,435,6.0,FIR,Laburnham Ave / Twenty Ninth St,2013-08-31T02:41:53,43.59887,002,-79.53003000000001,"31 - Mattress, Pillow",1 - Extinguished by fire department,17,52,44 - Unattended,301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,1 - Battery operated,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,3 - Spread to entire room of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2013-08-30 23:58:05,2013-08-31 00:04:34,2,6.483333333333333,12.3
199824,42 - Garage,01 - Normal (no change),9 - Undetermined,0,0,5000000.0,0.0,,2016-03-15T02:02:02,"4 - Spread beyond room of origin, same floor",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-03-15 02:59:20,999 - Undetermined,F16023543,232,37.0,FICI,Ellesmere Rd / Great West Dr,2016-03-15T10:53:19,43.76711,001,-79.27371,99 - Undetermined (formerly 98),1 - Extinguished by fire department,31,95,99 - Undetermined,603 - Motor Vehicle Repair Garage,1 - Floor/suite of fire origin: No smoke alarm,99 - Reason for inoperation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,"8 - Not applicable: No alarm, no persons present","4 - Spread beyond room of origin, same floor",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2016-03-15 01:53:43,2016-03-15 01:59:09,2,5.433333333333334,65.61666666666666
199832,64 - Porch or Balcony,01 - Normal (no change),8 - Not applicable (not a business),0,0,5000.0,3.0,,2013-09-11T07:27:05,1 - Confined to object of origin,01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,1 -  Fire alarm system present,2013-09-11 07:27:36,999 - Undetermined,F13074928,441,4.0,FIHR,Dixon Rd / Chetta Pl / Wincott Dr,2013-09-11T11:20:00,43.6958,001,-79.55216,"46 - Rubbish, Trash, Waste",1 - Extinguished by fire department,18,56,99 - Undetermined,323 - Multi-Unit Dwelling - Over 12 Units,3 - Floor/suite of fire origin: Smoke alarm present did not operate,99 - Reason for inoperation undetermined,1 - Battery operated,1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,"4 - Spread beyond room of origin, same floor",3 - Did not activate: fire too small to trigger system,2 - Partial sprinkler system present,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2013-09-11 07:17:20,2013-09-11 07:23:33,1,6.216666666666667,10.266666666666667
199833,24 - Cooking Area or Kitchen,01 - Normal (no change),8 - Not applicable (not a business),0,0,15000.0,1.0,,2013-09-11T21:50:00,2 - Confined to part of room/area of origin,01 - Fire,4 - Fire Alarm system operated but failed to alert occupant(s),1 - Fire alarm system operated,1 -  Fire alarm system present,2013-09-11 22:00:00,"11 - Stove, Range-top burner",F13075157,125,25.0,FAR,The Bridle Path / Royal Oak Dr,2013-09-12T06:35:35,43.72825,B01,-79.36039,54 - Plastic,1 - Extinguished by fire department,12,40,"60 - Other unintentional cause, not classified",301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),1 - All persons (at risk of injury) self evacuated as a result of hearing alarm,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,2 - Fire with no evidence from street,2013-09-11 21:40:29,2013-09-11 21:46:48,1,6.316666666666666,19.516666666666666
199901,64 - Porch or Balcony,01 - Normal (no change),8 - Not applicable (not a business),0,0,300000.0,1.0,1.0,2013-10-02T12:07:00,"4 - Spread beyond room of origin, same floor",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),9 - Undetermined,2013-10-02 12:20:00,999 - Undetermined,F13081182,345,17.0,FIR,Dovercourt Rd / Geary Ave,2013-10-02T14:42:52,43.67071,001,-79.43318000000001,99 - Undetermined (formerly 98),1 - Extinguished by fire department,13,41,99 - Undetermined,302 - Semi-Detached Dwelling,1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,"8 - Not applicable: No alarm, no persons present",10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2013-10-02 12:00:57,2013-10-02 12:04:17,3,3.3333333333333335,19.05
199958,"21 - Living Area (e.g. living, TV, recreation, etc)",01 - Normal (no change),8 - Not applicable (not a business),1,1,150000.0,0.0,,2013-12-06T07:04:42,"7 - Spread to other floors, confined to building",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2013-12-06 07:23:54,999 - Undetermined,F13099719,224,31.0,FIR,Faircrest Crcl / Parkview Hill Cres,2013-12-07T11:02:56,43.70357,001,-79.32847,99 - Undetermined (formerly 98),1 - Extinguished by fire department,32,102,99 - Undetermined,301 - Detached Dwelling,1 - Floor/suite of fire origin: No smoke alarm,2 - Dead battery,1 - Battery operated,9 - Undetermined,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2013-12-06 06:53:42,2013-12-06 07:00:48,2,7.1,30.2
199975,64 - Porch or Balcony,01 - Normal (no change),1 - No business interruption,1,0,225000.0,2.0,,2015-10-22T17:12:56,"7 - Spread to other floors, confined to building",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,1 - Fire alarm system operated,1 -  Fire alarm system present,2015-10-22 17:33:38,999 - Undetermined,F15098591,146,9.0,FIR,Nash Dr / Dorking Cres,2015-10-23T00:51:37,43.72963,001,-79.48823,"36 - Rug, Carpet",1 - Extinguished by fire department,22,67,45 - Improperly Discarded,301 - Detached Dwelling,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,7 - Not applicable: Occupant(s) first alerted by other means,8 - Entire Structure,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2015-10-22 17:03:41,2015-10-22 17:11:51,1,8.166666666666666,29.95
199988,"73 - Parking Area, Parking Lot",01 - Normal (no change),1 - No business interruption,0,0,30000.0,2.0,1.0,2016-07-14T02:51:31,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",2 - Fire alarm system did not operate,8 - Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-07-14 03:10:03,999 - Undetermined,F16063859,326,32.0,FIR,Highfield Rd / Hertle Ave,2016-07-14T09:14:18,43.67015,001,-79.32448000000001,48 - Multiple Objects or Materials,1 - Extinguished by fire department,21,67,99 - Undetermined,301 - Detached Dwelling,3 - Floor/suite of fire origin: Smoke alarm present did not operate,98 - Not applicable: Alarm operated OR presence/operation undetermined,2 - Hardwired (standalone),"8 - Not applicable: No alarm, no persons present",10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2016-07-14 02:45:18,2016-07-14 02:50:51,1,5.55,24.75
200019,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),8 - Not applicable (not a business),1,1,60000.0,5.0,,2016-03-29T06:43:40,"4 - Spread beyond room of origin, same floor",01 - Fire,7 - Not applicable: Occupant(s) first alerted by other means,2 - Fire alarm system did not operate,1 -  Fire alarm system present,2016-03-29 06:48:48,"71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",F16027558,344,20.0,FIR,Dupont St / St George St,2016-03-29T09:52:18,43.67559,003,-79.4036,"31 - Mattress, Pillow",1 - Extinguished by fire department,13,45,50 - Other misuse of ignition source/material ignited,301 - Detached Dwelling,3 - Floor/suite of fire origin: Smoke alarm present did not operate,99 - Reason for inoperation undetermined,2 - Hardwired (standalone),7 - Not applicable: Occupant(s) first alerted by other means,"4 - Spread beyond room of origin, same floor",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2016-03-29 06:36:40,2016-03-29 06:40:40,1,4.0,12.133333333333333
200031,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",01 - Normal (no change),9 - Undetermined,0,0,500000.0,10.0,,2016-10-08T02:45:00,"4 - Spread beyond room of origin, same floor",01 - Fire,2 - Some persons (at risk) evacuated as a result of hearing fire alarm system,1 - Fire alarm system operated,1 -  Fire alarm system present,2016-10-08 02:51:37,999 - Undetermined,F16093986,426,18.0,FIHR,Lisgar St / Sudbury St,2016-10-08T05:33:44,43.64124,011,-79.42285,99 - Undetermined (formerly 98),1 - Extinguished by fire department,19,61,99 - Undetermined,323 - Multi-Unit Dwelling - Over 12 Units,2 - Floor/suite of fire origin: Smoke alarm present and operated,98 - Not applicable: Alarm operated OR presence/operation undetermined,4 - Interconnected,2 - Some persons (at risk) self evacuated as a result of hearing alarm,"7 - Spread to other floors, confined to building",9 - Activation/operation undetermined,9 - Undetermined,"3 - Fire with smoke showing only - including vehicle, outdoor fires",2016-10-08 02:32:53,2016-10-08 02:38:35,1,5.7,18.733333333333334
200056,24 - Cooking Area or Kitchen,01 - Normal (no change),4 - May resume operations within a year,0,0,175000.0,5.0,1.0,2015-05-01T21:49:00,10 - Spread beyond building of origin,01 - Fire,"8 - Not applicable: No fire alarm system, no persons present",8 - Not applicable (no system),2 - No Fire alarm system,2015-05-01 21:50:00,999 - Undetermined,F15040551,341,15.0,FIR,Glenholme Ave / Bansley Ave,2015-05-02T13:15:33,43.69157,001,-79.44376,99 - Undetermined (formerly 98),1 - Extinguished by fire department,19,59,50 - Other misuse of ignition source/material ignited,301 - Detached Dwelling,1 - Floor/suite of fire origin: No smoke alarm,98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,7 - Not applicable: Occupant(s) first alerted by other means,"7 - Spread to other floors, confined to building",8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"4 - Flames showing from small area (one storey or less, part of a vehicle, outdoor)",2015-05-01 21:41:05,2015-05-01 21:44:53,1,3.8,8.916666666666666
200074,62 - Roof,01 - Normal (no change),9 - Undetermined,0,0,125000.0,997.0,3.0,2012-08-20T16:10:00,"11 - Spread beyond building of origin, resulted in exposure fire(s)",01 - Fire,9 - Undetermined,9 - Fire alarm system operation undetermined,9 - Undetermined,2012-08-20 18:06:00,"73 - Blow Torch, Bunsen Burner",F12086222,324,30.0,FIR,Queen St E / Pape Ave,2012-08-22T11:35:59,43.6616,003,-79.3377,11 - Exterior Roof Covering,1 - Extinguished by fire department,37,124,"60 - Other unintentional cause, not classified",334 - Attached Dwelling with Business,"4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined",98 - Not applicable: Alarm operated OR presence/operation undetermined,8 - Not applicable - no smoke alarm or presence undetermined,9 - Undetermined,10 - Spread beyond building of origin,8 - Not applicable - no sprinkler system present,3 - No sprinkler system,"5 - Flames showing from large area (more than one storey, large area outdoors)",2012-08-20 16:00:41,2012-08-20 16:06:14,1,5.55,125.31666666666666
